state,row,col,covered,n_actions_covered,pi_d_star_V,pi_d_star_action,best_config_action,argmax_disagree,rank_correlation,ppo_discounted_return,ppo_discounted_return_stderr,value_gap,is_disagreement,severity_raw,severity,statistically_significant,true_value_pi_beta,critic_pred_pi_beta,critic_abs_error,n_pi_d_star_action,n_best_config_action,pair_min_samples,pi_d_star_action_cross,pi_d_star_V_cross,argmax_disagree_cross,rank_correlation_cross,value_gap_cross,is_disagreement_cross,severity_raw_cross,statistically_significant_cross,is_disagreement_strict,severity_raw_strict,severity_strict
227,7,17,True,3,-1.1148131179622713,0,3,1,0.39999999999999997,-1.6866446725152209,0.07865089232463902,0.5718315545529495,1,0.5718315545529495,0.2431156635967427,1,-1.9798993722851788,-1.4116467237472534,0.5682526485379253,1026,126,126,0,-1.113237699697496,1,0.39999999999999997,0.5734069728177249,1,0.5734069728177249,1,1,0.5718315545529495,0.2590292837081739
228,7,18,True,4,-1.1351895044278986,2,2,0,0.7999999999999999,-1.6882450108689255,0.07914932003576013,0.553055506441027,0,0.0,0.0,0,-1.9915296327733207,-1.3487670421600342,0.6427625906132866,185,185,185,2,-1.1667128967259273,0,0.7999999999999999,0.5215321141429983,0,0.0,0,0,0.0,0.0
229,7,19,True,1,-1.1538376087130673,2,2,0,0.7745966692414834,-1.6864272257626642,0.07889451492368606,0.532589617049597,0,0.0,0.0,0,-2.0140287629818507,-1.5526340007781982,0.4613947622036525,5,5,5,2,-2.4575668965563056,0,0.7745966692414834,-0.7711396707936413,0,0.0,0,0,0.0,0.0
230,7,20,False,0,-50.0,0,1,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-1.9874144021246511,-1.7908414602279663,0.19657294189668484,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
231,7,21,False,0,-50.0,0,0,0,,-1.5976725728665306,0.2001146458151904,-48.40232742713347,0,0.0,0.0,0,-1.7981200784632718,-2.026930809020996,0.22881073055772427,0,0,0,0,-50.0,0,,-48.40232742713347,0,0.0,0,0,0.0,0.0
232,7,22,False,0,-50.0,0,1,1,,-0.4367723375837055,0.11502408297947155,-49.563227662416296,0,0.0,0.0,0,-1.4422797915225096,-2.2063493728637695,0.7640695813412599,0,0,0,0,-50.0,1,,-49.563227662416296,0,0.0,0,0,0.0,0.0
233,7,23,False,0,-50.0,0,1,1,,-0.9866675547344185,0.2253885562532542,-49.01333244526558,0,0.0,0.0,0,-1.639350747871294,-2.774475336074829,1.135124588203535,0,0,0,0,-50.0,1,,-49.01333244526558,0,0.0,0,0,0.0,0.0
234,7,24,False,0,-50.0,0,1,1,,-2.4896356062378615,0.10842536918824926,-47.51036439376214,0,0.0,0.0,0,-1.8838768315096832,-2.8368313312530518,0.9529544997433685,0,0,0,0,-50.0,1,,-47.51036439376214,0,0.0,0,0,0.0,0.0
235,7,25,False,0,-50.0,0,1,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.9870356477263615,-2.9116291999816895,0.07540644774467209,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
236,7,26,False,0,-50.0,0,1,1,,-2.4480568679035004,0.1032399072326955,-47.5519431320965,0,0.0,0.0,0,-2.90625781651972,-3.4765632152557373,0.5703053987360174,0,0,0,0,-50.0,1,,-47.5519431320965,0,0.0,0,0,0.0,0.0
237,7,27,False,0,-50.0,0,1,1,,-1.0874149202496,0.0035296367382844107,-48.9125850797504,0,0.0,0.0,0,-1.1928496937567818,-3.288911819458008,2.096062125701226,0,0,0,0,-50.0,1,,-48.9125850797504,0,0.0,0,0,0.0,0.0
238,7,28,False,0,-50.0,0,2,1,,-1.1777673943103066,0.07478825912112687,-48.82223260568969,0,0.0,0.0,0,-1.2124025792503834,-3.7050559520721436,2.49265337282176,0,0,0,0,-50.0,1,,-48.82223260568969,0,0.0,0,0,0.0,0.0
239,7,29,False,0,-50.0,0,1,1,,-1.1976622963522243,0.07375806392593119,-48.80233770364777,0,0.0,0.0,0,-1.1821770850931563,-3.642836093902588,2.4606590088094316,0,0,0,0,-50.0,1,,-48.80233770364777,0,0.0,0,0,0.0,0.0
240,8,0,True,1,-2.999998943514413,3,1,1,0.2581988897471611,-2.598060975426111,2.037621039635e-16,-0.4019379680883022,0,0.0,0.0,0,-2.9902619339858463,-2.760078191757202,0.23018374222864413,6,0,0,3,-3.0460706912262174,1,0.2581988897471611,-0.4480097158001066,0,0.0,0,0,0.0,0.0
241,8,1,True,2,-2.9999989435144094,0,0,0,0.9486832980505139,-2.6021031075437158,0.004042132117604579,-0.39789583597069367,0,0.0,0.0,0,-2.998944638587144,-2.7493362426757812,0.24960839591136263,120,120,120,0,-3.0012303834435072,0,0.9486832980505139,-0.39912727589979147,0,0.0,0,0,0.0,0.0
242,8,2,False,0,-50.0,0,1,1,,-2.413537713123173,0.07816974637520913,-47.586462286876824,0,0.0,0.0,0,-2.900913033316133,-2.8476827144622803,0.053230318853852765,0,0,0,0,-50.0,1,,-47.586462286876824,0,0.0,0,0,0.0,0.0
243,8,3,True,1,-0.914811970788018,3,3,0,0.7745966692414834,-2.20567786100915,0.10848805660319312,1.2908658902211319,0,0.0,0.0,0,-2.9043332352442914,-2.9081642627716064,0.003831027527315012,7,7,7,3,-2.3336453953822573,0,0.7745966692414834,-0.12796753437310748,0,0.0,0,0,0.0,0.0
244,8,4,True,2,-0.8937494661197679,3,3,0,0.9486832980505139,-2.2690050857670996,0.09976379792041641,1.3752556196473318,0,0.0,0.0,0,-2.903484298050798,-2.9746265411376953,0.07114224308689732,74,74,74,3,-1.038088941644374,0,0.9486832980505139,1.2309161441227257,0,0.0,0,0,0.0,0.0
245,8,5,True,4,-0.8712785993524884,3,0,1,0.0,-2.2690050857670996,0.09976379792041641,1.3977264864146113,1,1.3977264864146113,0.5942470288074434,1,-2.9022296627269117,-3.0214552879333496,0.11922562520643787,24,229,24,3,-0.9816498121728271,1,0.0,1.2873552735942724,1,1.2873552735942724,1,1,1.2873552735942724,0.5831485019356119
246,8,6,True,2,-0.8486790229154584,0,0,0,0.9486832980505139,-2.2690050857670996,0.09976379792041641,1.4203260628516412,0,0.0,0.0,0,-2.8874240485747,-2.9779303073883057,0.09050625881360563,862,862,862,0,-0.9586727613039102,0,0.9486832980505139,1.3103323244631895,0,0.0,0,0,0.0,0.0
247,8,7,True,4,-0.7262588822367968,1,1,0,0.39999999999999997,-1.8047180770060158,0.15166104572361414,1.078459194769219,0,0.0,0.0,0,-2.853500477426222,-2.8932907581329346,0.03979028070671253,791,791,791,1,-0.84087194800964,0,0.316227766016838,0.9638461289963758,0,0.0,0,0,0.0,0.0
248,8,8,True,4,-0.7975226801502221,1,0,1,0.39999999999999997,-2.5847311396518284,0.013329835774282484,1.7872084595016062,1,1.7872084595016062,0.7598362964721846,1,-2.8994269492319336,-3.0230817794799805,0.12365483024804691,327,624,327,0,-0.9085964822744054,0,0.632455532033676,1.676134657377423,0,0.0,0,0,0.0,0.0
249,8,9,True,4,-0.6729661736391214,3,3,0,0.19999999999999998,-2.5847311396518284,0.013329835774282484,1.911764966012707,0,0.0,0.0,0,-2.8855507448890614,-2.8046979904174805,0.08085275447158091,936,936,936,3,-0.789866439652405,0,0.316227766016838,1.7948646999994233,0,0.0,0,0,0.0,0.0
250,8,10,True,4,-0.6470498645132091,1,1,0,0.316227766016838,-2.5847311396518284,0.013329835774282484,1.9376812751386194,0,0.0,0.0,0,-2.86791731945564,-2.8326518535614014,0.03526546589423862,4078,4078,4078,1,-0.7650689919137224,0,0.316227766016838,1.819662147738106,0,0.0,0,0,0.0,0.0
251,8,11,True,1,-0.4866286564824774,3,3,0,0.7745966692414834,-2.598060975426111,2.037621039635e-16,2.1114323189436335,0,0.0,0.0,0,-2.5950862739751157,-2.28281307220459,0.31227320177052587,23,23,23,3,-0.6747749395405164,0,0.7745966692414834,1.9232860358855945,0,0.0,0,0,0.0,0.0
252,8,12,True,2,-0.46124106783134305,1,1,0,0.9486832980505139,-2.598060975426111,2.037621039635e-16,2.136819907594768,0,0.0,0.0,0,-2.5988409826105854,-2.3989057540893555,0.1999352285212299,32,32,32,1,-0.6503835543388762,0,0.9486832980505139,1.9476774210872345,0,0.0,0,0,0.0,0.0
253,8,13,True,1,-0.42500754052348527,1,1,0,0.7745966692414834,-2.598060975426111,2.037621039635e-16,2.1730534349026254,0,0.0,0.0,0,-2.5799296405388037,-2.125521421432495,0.4544082191063086,3,3,3,1,-1.9090775446810386,0,0.7745966692414834,0.6889834307450722,0,0.0,0,0,0.0,0.0
254,8,14,True,2,-0.3970363706165978,1,1,0,0.9486832980505139,-2.598060975426111,2.037621039635e-16,2.201024604809513,0,0.0,0.0,0,-2.5685968250861295,-2.095870018005371,0.4727268070807584,22,22,22,1,-0.5599798359058413,0,0.9486832980505139,2.0380811395202696,0,0.0,0,0,0.0,0.0
255,8,15,False,0,-50.0,0,1,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.4545296130863203,-1.7554564476013184,0.699073165485002,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
256,8,16,False,0,-50.0,0,1,1,,-1.0249400999999998,0.0024282037132740517,-48.9750599,0,0.0,0.0,0,-1.0489307442858375,-1.524510145187378,0.4755794009015404,0,0,0,0,-50.0,1,,-48.9750599,0,0.0,0,0,0.0,0.0
257,8,17,False,0,-50.0,0,1,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.343652424061421,-1.718314528465271,0.6253378955961502,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
258,8,18,False,0,-50.0,0,2,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.3391683075854233,-1.4784080982208252,0.8607602093645981,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
259,8,19,False,0,-50.0,0,2,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.2879188103758925,-1.6413147449493408,0.6466040654265517,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
260,8,20,False,0,-50.0,0,2,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-1.9790713158112014,-1.701725721359253,0.2773455944519485,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
261,8,21,False,0,-50.0,0,1,1,,-0.40573509393437257,0.11813323524035335,-49.594264906065625,0,0.0,0.0,0,-1.2674976039643058,-2.3587279319763184,1.0912303280120126,0,0,0,0,-50.0,1,,-49.594264906065625,0,0.0,0,0,0.0,0.0
262,8,22,False,0,-50.0,0,2,1,,-0.4359779851245011,0.11599578083326771,-49.5640220148755,0,0.0,0.0,0,-1.2921884540237352,-2.0912058353424072,0.7990173813186721,0,0,0,0,-50.0,1,,-49.5640220148755,0,0.0,0,0,0.0,0.0
263,8,23,False,0,-50.0,0,1,1,,-0.9676999597206688,0.22835902257445612,-49.03230004027933,0,0.0,0.0,0,-1.6107421113812,-2.4939041137695312,0.8831620023883313,0,0,0,0,-50.0,1,,-49.03230004027933,0,0.0,0,0,0.0,0.0
264,8,24,False,0,-50.0,0,1,1,,-2.4883374009811248,0.10972357444498607,-47.51166259901888,0,0.0,0.0,0,-1.9623538971498669,-2.650035858154297,0.68768196100443,0,0,0,0,-50.0,1,,-47.51166259901888,0,0.0,0,0,0.0,0.0
265,8,25,False,0,-50.0,0,1,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.988692569596628,-2.956280469894409,0.03241209970221881,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
266,8,26,False,0,-50.0,0,1,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.979343321430065,-3.431379556655884,0.4520362352258189,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
267,8,27,False,0,-50.0,0,1,1,,-1.0690662750698998,0.0035646077740664364,-48.9309337249301,0,0.0,0.0,0,-1.0990297261023136,-3.610717535018921,2.5116878089166073,0,0,0,0,-50.0,1,,-48.9309337249301,0,0.0,0,0,0.0,0.0
268,8,28,False,0,-50.0,0,1,1,,-1.1643381660309056,0.07554026920928325,-48.83566183396909,0,0.0,0.0,0,-1.1212341367078416,-2.8715806007385254,1.7503464640306838,0,0,0,0,-50.0,1,,-48.83566183396909,0,0.0,0,0,0.0,0.0
269,8,29,False,0,-50.0,0,2,1,,-1.104657810748302,0.00284196750104537,-48.8953421892517,0,0.0,0.0,0,-1.1466787346460074,-3.0051753520965576,1.8584966174505502,0,0,0,0,-50.0,1,,-48.8953421892517,0,0.0,0,0,0.0,0.0
270,9,0,True,1,-2.9999989435144334,1,3,1,0.2581988897471611,-2.598060975426111,2.037621039635e-16,-0.4019379680883226,0,0.0,0.0,0,-2.8817205669677266,-2.7378628253936768,0.14385774157404985,2,0,0,1,-4.7237768984779995,1,0.2581988897471611,-2.1257159230518887,0,0.0,0,0,0.0,0.0
271,9,1,False,0,-50.0,0,1,1,,-2.413537713123173,0.07816974637520913,-47.586462286876824,0,0.0,0.0,0,-2.8605051520514944,-2.8170833587646484,0.04342179328684592,0,0,0,0,-50.0,1,,-47.586462286876824,0,0.0,0,0,0.0,0.0
272,9,2,False,0,-50.0,0,1,1,,-2.436670153544873,0.07889508231738059,-47.563329846455126,0,0.0,0.0,0,-2.8600867590895382,-2.7912614345550537,0.06882532453448453,0,0,0,0,-50.0,1,,-47.563329846455126,0,0.0,0,0,0.0,0.0
273,9,3,False,0,-50.0,0,1,1,,-2.345911163989885,0.09680038755796173,-47.65408883601012,0,0.0,0.0,0,-2.817254947140609,-2.740471601486206,0.07678334565440315,0,0,0,0,-50.0,1,,-47.65408883601012,0,0.0,0,0,0.0,0.0
274,9,4,True,1,-0.7238132748495858,3,3,0,0.7745966692414834,-1.8766439505146415,0.15273705572768953,1.1528306756650557,0,0.0,0.0,0,-2.8164004189587826,-2.8093929290771484,0.0070074898816341324,4,4,4,3,-2.152598566270945,0,0.7745966692414834,-0.27595461575630353,0,0.0,0,0,0.0,0.0
275,9,5,True,3,-0.7008214904243819,3,3,0,0.39999999999999997,-1.907623539605784,0.16344772996139692,1.206802049181402,0,0.0,0.0,0,-2.8142734527035467,-2.8812451362609863,0.06697168355743965,33,33,33,3,-0.850171921638584,0,0.39999999999999997,1.0574516179672,0,0.0,0,0,0.0,0.0
276,9,6,True,3,-0.6753574711147474,1,1,0,1.0,-2.009793482166162,0.14796855851170956,1.3344360110514144,0,0.0,0.0,0,-2.8119206043325784,-2.88559889793396,0.07367829360138156,663,663,663,1,-0.7914950554215322,0,1.0,1.2182984267446297,0,0.0,0,0,0.0,0.0
277,9,7,True,4,-0.7009882914876092,2,2,0,0.19999999999999998,-1.9752500887390716,0.1630194527323355,1.2742617972514623,0,0.0,0.0,0,-2.8422300055110843,-2.865802526473999,0.023572520962914734,585,585,585,2,-0.8166467639959979,0,0.39999999999999997,1.1586033247430736,0,0.0,0,0,0.0,0.0
278,9,8,True,4,-0.7742617357026464,3,0,1,-1.0,-2.5847311396518284,0.013329835774282484,1.810469403949182,1,1.810469403949182,0.7697257471333684,1,-2.8982840312207756,-3.032546281814575,0.1342622505937996,1,487,1,1,-0.8884293601667504,1,-0.632455532033676,1.6963017794850779,1,1.6963017794850779,1,1,1.6963017794850779,0.7683938240106937
279,9,9,True,3,-0.5938488015250453,1,3,1,0.39999999999999997,-2.5847311396518284,0.013329835774282484,1.990882338126783,1,1.990882338126783,0.8464287724645134,1,-2.8336523505455617,-2.8150508403778076,0.01860151016775413,747,1372,747,1,-0.7146363011074736,1,0.39999999999999997,1.8700948385443548,1,1.8700948385443548,1,1,1.8700948385443548,0.8471189157674278
280,9,10,True,2,-0.6205767361449415,2,0,1,0.7378647873726218,-2.5847311396518284,0.013329835774282484,1.964154403506887,1,1.964154403506887,0.8350653219694346,1,-2.861430225770347,-2.734520196914673,0.12691002885567393,1188,4078,1188,2,-0.7399933196097144,1,0.7378647873726218,1.844737820042114,1,1.844737820042114,1,1,1.844737820042114,0.8356326480242193
281,9,11,True,2,-0.48678489379418116,1,1,0,0.9486832980505139,-0.5974598710592095,0.06344943087924686,0.11067497726502834,0,0.0,0.0,0,-2.492756874591035,-2.5366053581237793,0.043848483532744176,14,14,14,1,-0.611289870456516,0,0.9486832980505139,-0.013829999397306447,0,0.0,0,0,0.0,0.0
282,9,12,True,2,-0.4320687742193291,3,3,0,0.9486832980505139,-2.598060975426111,2.037621039635e-16,2.1659922012067816,0,0.0,0.0,0,-2.594481224203931,-2.216829538345337,0.3776516858585941,18,18,18,3,-0.6240664904673481,0,0.9486832980505139,1.9739944849587627,0,0.0,0,0,0.0,0.0
283,9,13,True,3,-0.39899751635761366,1,2,1,0.39999999999999997,-2.598060975426111,2.037621039635e-16,2.199063459068497,1,2.199063459068497,0.9349375141788919,1,-2.5779183722946173,-2.216827392578125,0.3610909797164923,16,5,5,1,-0.5974099986015037,1,0.7999999999999999,2.0006509768246072,1,2.0006509768246072,1,1,2.0006509768246072,0.9062584695629113
284,9,14,True,4,-0.37074380938095963,1,1,0,0.316227766016838,-2.598060975426111,2.037621039635e-16,2.227317166045151,0,0.0,0.0,0,-2.5637388045508067,-2.096993923187256,0.46674488136355086,204,204,204,1,-0.5333347890688862,0,0.316227766016838,2.0647261863572246,0,0.0,0,0,0.0,0.0
285,9,15,True,1,-0.3397826667977715,1,1,0,0.7745966692414834,-2.598060975426111,2.037621039635e-16,2.258278308628339,0,0.0,0.0,0,-2.4543041995729493,-1.9224905967712402,0.5318136028017091,5,5,5,1,-1.792973951258299,0,0.7745966692414834,0.8050870241678119,0,0.0,0,0,0.0,0.0
286,9,16,False,0,-50.0,0,1,1,,-1.002,0.0013764944032233716,-48.998,0,0.0,0.0,0,-1.0072457755154283,-1.663999080657959,0.6567533051425307,0,0,0,0,-50.0,1,,-48.998,0,0.0,0,0,0.0,0.0
287,9,17,False,0,-50.0,0,1,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.3362601536122307,-1.7162448167800903,0.6200153368321404,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
288,9,18,False,0,-50.0,0,1,1,,-2.359633313426964,0.16414744966850778,-47.64036668657304,0,0.0,0.0,0,-2.225915073717414,-1.862680196762085,0.3632348769553291,0,0,0,0,-50.0,1,,-47.64036668657304,0,0.0,0,0,0.0,0.0
289,9,19,False,0,-50.0,0,1,1,,-0.38165740727170366,0.11881042015970168,-49.6183425927283,0,0.0,0.0,0,-1.681035916661175,-1.697706937789917,0.01667102112874197,0,0,0,0,-50.0,1,,-49.6183425927283,0,0.0,0,0,0.0,0.0
290,9,20,False,0,-50.0,0,0,0,,-2.359633313426964,0.16414744966850778,-47.64036668657304,0,0.0,0.0,0,-1.790965052883276,-2.071711540222168,0.28074648733889207,0,0,0,0,-50.0,0,,-47.64036668657304,0,0.0,0,0,0.0,0.0
291,9,21,False,0,-50.0,0,1,1,,-0.38307851372624824,0.1186779115386633,-49.61692148627375,0,0.0,0.0,0,-1.2458804396661842,-2.033344268798828,0.7874638291326439,0,0,0,0,-50.0,1,,-49.61692148627375,0,0.0,0,0,0.0,0.0
292,9,22,False,0,-50.0,0,2,1,,-0.41106037807274876,0.11799540144613659,-49.58893962192725,0,0.0,0.0,0,-1.2706581154165355,-2.2644131183624268,0.9937550029458913,0,0,0,0,-50.0,1,,-49.58893962192725,0,0.0,0,0,0.0,0.0
293,9,23,False,0,-50.0,0,2,1,,-0.7785432840979706,0.20983582452016,-49.22145671590203,0,0.0,0.0,0,-1.3404237295422923,-2.5588228702545166,1.2183991407122243,0,0,0,0,-50.0,1,,-49.22145671590203,0,0.0,0,0,0.0,0.0
294,9,24,False,0,-50.0,0,1,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.223153718458729,-2.7191567420959473,0.4960030236372184,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
295,9,25,False,0,-50.0,0,0,0,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.988757230397824,-3.133812427520752,0.14505519712292791,0,0,0,0,-50.0,0,,-47.40193902457389,0,0.0,0,0,0.0,0.0
296,9,26,False,0,-50.0,0,2,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.98732617591376,-3.362520456314087,0.375194280400327,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
297,9,27,False,0,-50.0,0,1,1,,-1.04955209301,0.003867356855155492,-48.95044790699,0,0.0,0.0,0,-1.0611765195434169,-3.4726312160491943,2.4114546965057775,0,0,0,0,-50.0,1,,-48.95044790699,0,0.0,0,0,0.0,0.0
298,9,28,False,0,-50.0,0,1,1,,-1.2190606796025107,0.10550102128027743,-48.780939320397486,0,0.0,0.0,0,-1.0994996842447744,-2.553701162338257,1.4542014780934824,0,0,0,0,-50.0,1,,-48.780939320397486,0,0.0,0,0,0.0,0.0
299,9,29,False,0,-50.0,0,1,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-1.1870615641378532,-1.9510014057159424,0.7639398415780891,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
300,10,0,True,2,-2.999998943514433,1,1,0,0.316227766016838,-2.598060975426111,2.037621039635e-16,-0.40193796808832216,0,0.0,0.0,0,-2.8052887365300236,-2.709581136703491,0.09570759982653243,1,1,1,0,-4.787943981665678,1,-0.316227766016838,-2.189883006239567,0,0.0,0,0,0.0,0.0
301,10,1,False,0,-50.0,0,3,1,,-2.436670153544873,0.07889508231738059,-47.563329846455126,0,0.0,0.0,0,-2.846071125153962,-2.825096845626831,0.020974279527131046,0,0,0,0,-50.0,1,,-47.563329846455126,0,0.0,0,0,0.0,0.0
302,10,2,False,0,-50.0,0,1,1,,-2.413537713123173,0.07816974637520913,-47.586462286876824,0,0.0,0.0,0,-2.8358588752179354,-2.783850908279419,0.0520079669385165,0,0,0,0,-50.0,1,,-47.586462286876824,0,0.0,0,0,0.0,0.0
303,10,3,False,0,-50.0,0,3,1,,-2.3871484818750788,0.08851853300282257,-47.61285151812492,0,0.0,0.0,0,-2.807013231391102,-2.7394912242889404,0.06752200710216139,0,0,0,0,-50.0,1,,-47.61285151812492,0,0.0,0,0,0.0,0.0
304,10,4,False,0,-50.0,0,1,1,,-2.3493678199209134,0.09477278321457498,-47.650632180079086,0,0.0,0.0,0,-2.800089634879344,-2.7139196395874023,0.08616999529194169,0,0,0,0,-50.0,1,,-47.650632180079086,0,0.0,0,0,0.0,0.0
305,10,5,False,0,-50.0,0,1,1,,-1.9169427635793954,0.1502569312368274,-48.08305723642061,0,0.0,0.0,0,-2.791093835572701,-2.739553689956665,0.051540145616035815,0,0,0,0,-50.0,1,,-48.08305723642061,0,0.0,0,0,0.0,0.0
306,10,6,True,4,-0.6489289096713565,1,1,0,0.19999999999999998,-1.9238853900745418,0.16270590746896393,1.2749564804031852,0,0.0,0.0,0,-2.793151856927343,-2.8399085998535156,0.04675674292617282,612,612,612,1,-0.7651125201533095,0,0.316227766016838,1.1587728699212323,0,0.0,0,0,0.0,0.0
307,10,7,True,3,-0.7270140110900528,0,0,0,0.7999999999999999,-1.8723446261393035,0.15360271977230053,1.1453306150492506,0,0.0,0.0,0,-2.8569199238358562,-3.0414648056030273,0.1845448817671711,594,594,594,0,-0.840871873599602,0,0.7999999999999999,1.0314727525397016,0,0.0,0,0,0.0,0.0
308,10,8,True,2,-0.7517795316900997,2,0,1,0.7378647873726218,-2.5847311396518284,0.013329835774282484,1.8329516079617287,1,1.8329516079617287,0.7792841142855635,1,-2.892744142980777,-2.96273136138916,0.06998721840838318,58,416,58,2,-0.864825928367136,1,0.7378647873726218,1.7199052112846924,1,1.7199052112846924,1,1,1.7199052112846924,0.7790857489026118
309,10,9,True,4,-0.5671874655860248,1,1,0,0.19999999999999998,-1.7602141161440166,0.1650787744311805,1.1930266505579916,0,0.0,0.0,0,-2.776895813841214,-2.7888073921203613,0.011911578279147239,2011,2011,2011,1,-0.6889947797349858,0,0.316227766016838,1.0712193364090308,0,0.0,0,0,0.0,0.0
310,10,10,True,2,-0.4865367973985265,3,3,0,0.9486832980505139,-0.5891900605940483,0.06308214373249062,0.10265326319552182,0,0.0,0.0,0,-2.522208993852783,-2.7187082767486572,0.19649928289587404,365,365,365,3,-0.6102839787695518,0,0.9486832980505139,-0.021093918175503434,0,0.0,0,0,0.0,0.0
311,10,11,True,3,-0.45944611325952045,3,3,0,1.0,-0.6086046188359926,0.08980518229760362,0.14915850557647214,0,0.0,0.0,0,-2.462629085265802,-2.5904428958892822,0.12781381062348007,320,320,320,3,-0.5834893170792145,0,0.7999999999999999,0.02511530175677812,0,0.0,0,0,0.0,0.0
312,10,12,True,3,-0.42924608371690387,1,1,0,0.7999999999999999,-0.752992475423248,0.15654461786626916,0.3237463917063441,0,0.0,0.0,0,-2.3381905189547987,-2.591259241104126,0.2530687221493273,756,756,756,1,-0.5548825942846941,0,0.7999999999999999,0.19810988113855388,0,0.0,0,0,0.0,0.0
313,10,13,True,2,-0.37272476467491505,3,3,0,0.9486832980505139,-2.598060975426111,2.037621039635e-16,2.2253362107511956,0,0.0,0.0,0,-2.5632833530533206,-2.1803488731384277,0.3829344799148928,299,299,299,3,-0.5350027696054533,0,0.9486832980505139,2.0630582058206572,0,0.0,0,0,0.0,0.0
314,10,14,True,4,-0.341827414888584,3,3,0,0.19999999999999998,-2.598060975426111,2.037621039635e-16,2.256233560537527,0,0.0,0.0,0,-2.5573383589009397,-1.9251155853271484,0.6322227735737913,42,42,42,3,-0.5056786416285085,0,0.19999999999999998,2.092382333797602,0,0.0,0,0,0.0,0.0
315,10,15,True,3,-0.3129117853215392,1,2,1,0.39999999999999997,-2.598060975426111,2.037621039635e-16,2.2851491901045717,1,2.2851491901045717,0.9715370852595886,1,-2.4472447792015344,-2.0087945461273193,0.43845023307421505,98,43,43,1,-0.476900617713364,1,0.7999999999999999,2.1211603577127467,1,2.1211603577127467,1,1,2.1211603577127467,0.9608470251664476
317,10,17,False,0,-50.0,0,0,0,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.3271634384773363,-1.705626368522644,0.6215370699546923,0,0,0,0,-50.0,0,,-47.40193902457389,0,0.0,0,0,0.0,0.0
318,10,18,False,0,-50.0,0,2,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.291521922601761,-1.746255874633789,0.5452660479679721,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,0.0,0.0
319,10,19,True,1,-0.1447816561774716,1,1,0,0.7745966692414834,-0.3381528182324893,0.12012607316102342,0.19337116205501773,0,0.0,0.0,0,-1.5474568679937786,-1.892085313796997,0.3446284458032185,2,2,2,1,-1.6819632704597016,0,0.7745966692414834,-1.3438104522272123,0,0.0,0,0,0.0,0.0
320,10,20,False,0,-50.0,0,3,1,,-0.38169961555451004,0.11875517997764842,-49.61830038444549,0,0.0,0.0,0,-1.2247079087227055,-2.3761985301971436,1.151490621474438,0,0,0,0,-50.0,1,,-49.61830038444549,0,0.0,0,0,0.0,0.0
